Warehouse,WeekEnding,PurchaseOrderPcs,Containers,ProductionPcs,TransferInPcs,TransferInCubes,TransferInTrucks,TransferOutPcs,TransferOutCubes,TranferOutTrucks,FinancialDivision
1  ,2026-03-07,195,1,0,2866,19218,6,352,2577,1,Domestic Bedding
1  ,2026-03-07,0,0,43962,16,169,0,24099,183600,56,Domestic Casegoods
1  ,2026-03-07,1719,3,0,76,298,0,84,489,0,Import Bedding
1  ,2026-03-07,12604,53,0,3649,22755,7,3654,23930,7,Import Casegoods
1  ,2026-03-07,1327,22,0,177,4405,1,202,5765,2,Imported Upholstery
1  ,2026-03-07,20,0,21996,7328,364303,114,3388,143784,44,Upholstery
15 ,2026-03-07,238,1,0,745,5478,2,287,1706,1,Domestic Bedding
15 ,2026-03-07,431,3,0,6111,50586,16,121,2409,1,Domestic Casegoods
15 ,2026-03-07,8289,14,0,40,79,0,35,205,0,Import Bedding
15 ,2026-03-07,29541,106,0,472,3178,1,3736,17987,5,Import Casegoods
15 ,2026-03-07,2009,31,0,26,528,0,102,2920,1,Imported Upholstery
15 ,2026-03-07,0,0,0,0,0,0,0,0,0,Marketplace
15 ,2026-03-07,1900,33,13476,606,23593,7,1264,57793,18,Upholstery
17 ,2026-03-07,0,0,0,744,5016,2,1047,7628,2,Domestic Bedding
17 ,2026-03-07,2527,16,0,3992,39226,12,490,10139,3,Domestic Casegoods
17 ,2026-03-07,4198,7,0,143,578,0,74,632,0,Import Bedding
17 ,2026-03-07,26012,122,0,1949,16320,5,2338,11193,3,Import Casegoods
17 ,2026-03-07,2549,40,0,169,5053,2,143,4691,1,Imported Upholstery
17 ,2026-03-07,2369,36,12608,1462,63562,20,891,39244,12,Upholstery
28 ,2026-03-07,19,0,0,4072,29760,9,487,3763,1,Domestic Bedding
28 ,2026-03-07,0,0,0,7302,83639,26,142,1958,1,Domestic Casegoods
28 ,2026-03-07,1853,6,0,249,1258,0,11,67,0,Import Bedding
28 ,2026-03-07,9023,47,0,2163,17425,5,1989,11287,3,Import Casegoods
28 ,2026-03-07,1391,21,0,219,7096,2,165,5797,2,Imported Upholstery
28 ,2026-03-07,438,9,4849,6135,285024,89,653,27267,8,Upholstery
335,2026-03-07,0,0,0,0,0,0,0,0,0,Domestic Casegoods
335,2026-03-07,0,0,0,0,0,0,691,2627,1,Import Bedding
335,2026-03-07,18941,71,0,0,0,0,6657,35618,11,Import Casegoods
335,2026-03-07,3857,56,0,0,0,0,2,16,0,Imported Upholstery
335,2026-03-07,3465,61,0,0,0,0,0,0,0,Upholstery
42 ,2026-03-07,0,0,0,0,0,0,0,0,0,Domestic Casegoods
42 ,2026-03-07,0,0,0,0,0,0,0,0,0,Import Casegoods
42 ,2026-03-07,0,0,0,0,0,0,0,0,0,Upholstery
5  ,2026-03-07,0,0,0,2188,15216,5,183,1161,0,Domestic Bedding
5  ,2026-03-07,1034,7,0,1269,14539,5,78,1963,1,Domestic Casegoods
5  ,2026-03-07,1896,5,0,82,579,0,156,956,0,Import Bedding
5  ,2026-03-07,9013,44,0,1925,18180,6,2962,17480,5,Import Casegoods
5  ,2026-03-07,85,2,0,227,6689,2,61,1648,0,Imported Upholstery
5  ,2026-03-07,0,0,0,0,0,0,0,0,0,Marketplace
5  ,2026-03-07,1676,31,0,1987,90048,28,857,52346,16,Upholstery
ECR,2026-03-07,68,0,0,15648,119240,37,1085,7327,2,Domestic Bedding
ECR,2026-03-07,1541,7,0,19115,231549,72,353,5042,2,Domestic Casegoods
ECR,2026-03-07,7356,17,0,97,911,0,98,478,0,Import Bedding
ECR,2026-03-07,34987,170,0,3293,28770,9,3182,12461,4,Import Casegoods
ECR,2026-03-07,2095,30,0,361,13218,4,253,5598,2,Imported Upholstery
ECR,2026-03-07,0,0,0,0,0,0,0,0,0,Marketplace
ECR,2026-03-07,23,0,32834,8201,310582,97,6098,265287,80,Upholstery
1  ,2026-03-14,0,0,0,5266,37738,12,0,0,0,Domestic Bedding
1  ,2026-03-14,4,0,44909,25,594,0,15838,148101,45,Domestic Casegoods
1  ,2026-03-14,3910,9,0,229,1013,0,0,0,0,Import Bedding
1  ,2026-03-14,29015,108,11,3288,15416,5,980,3466,1,Import Casegoods
1  ,2026-03-14,1436,21,0,301,7430,2,28,659,0,Imported Upholstery
1  ,2026-03-14,19,0,21656,7348,339943,106,923,47510,14,Upholstery
15 ,2026-03-14,0,0,0,4666,32752,10,0,0,0,Domestic Bedding
15 ,2026-03-14,5381,37,0,5835,46065,14,0,0,0,Domestic Casegoods
15 ,2026-03-14,9724,23,0,21,157,0,0,0,0,Import Bedding
15 ,2026-03-14,46558,151,0,2695,17492,5,4184,24894,8,Import Casegoods
15 ,2026-03-14,2263,35,0,167,2952,1,87,3986,1,Imported Upholstery
15 ,2026-03-14,0,0,0,0,0,0,0,0,0,Marketplace
15 ,2026-03-14,4328,65,12334,5352,201380,63,225,6021,2,Upholstery
17 ,2026-03-14,0,0,0,8860,65069,20,2,14,0,Domestic Bedding
17 ,2026-03-14,2651,18,0,5119,36733,11,0,0,0,Domestic Casegoods
17 ,2026-03-14,12003,28,0,110,495,0,1,3,0,Import Bedding
17 ,2026-03-14,22206,79,0,4565,25368,8,166,1804,1,Import Casegoods
17 ,2026-03-14,4137,58,0,164,3822,1,90,3974,1,Imported Upholstery
17 ,2026-03-14,1912,30,13072,5331,207280,65,67,2104,1,Upholstery
28 ,2026-03-14,0,0,0,3886,27765,9,0,0,0,Domestic Bedding
28 ,2026-03-14,1068,6,0,3651,23774,7,0,0,0,Domestic Casegoods
28 ,2026-03-14,4704,9,0,113,957,0,0,0,0,Import Bedding
28 ,2026-03-14,15720,52,0,1878,14869,5,515,2959,1,Import Casegoods
28 ,2026-03-14,1371,20,0,170,5005,2,6,220,0,Imported Upholstery
28 ,2026-03-14,507,9,4886,5649,260004,81,9,403,0,Upholstery
335,2026-03-14,20,0,0,0,0,0,0,0,0,Domestic Casegoods
335,2026-03-14,393,1,0,0,0,0,160,449,0,Import Bedding
335,2026-03-14,35977,99,0,0,0,0,8604,57867,18,Import Casegoods
335,2026-03-14,4719,72,0,0,0,0,347,2804,1,Imported Upholstery
335,2026-03-14,7895,133,0,0,0,0,0,0,0,Upholstery
42 ,2026-03-14,0,0,0,0,0,0,0,0,0,Domestic Casegoods
42 ,2026-03-14,0,0,0,0,0,0,0,0,0,Import Casegoods
42 ,2026-03-14,0,0,0,0,0,0,0,0,0,Upholstery
5  ,2026-03-14,32,0,0,5303,38339,12,115,659,0,Domestic Bedding
5  ,2026-03-14,3159,21,0,7407,54907,17,0,0,0,Domestic Casegoods
5  ,2026-03-14,8046,23,0,369,2300,1,103,517,0,Import Bedding
5  ,2026-03-14,30859,98,0,4826,45875,14,2058,14588,4,Import Casegoods
5  ,2026-03-14,3247,35,0,665,18578,6,674,5858,2,Imported Upholstery
5  ,2026-03-14,1,0,0,0,0,0,0,0,0,Marketplace
5  ,2026-03-14,10921,216,0,6193,262536,82,2,65,0,Upholstery
ECR,2026-03-14,189,1,0,9703,73273,23,71,401,0,Domestic Bedding
ECR,2026-03-14,1904,8,0,12966,115483,36,96,144,0,Domestic Casegoods
ECR,2026-03-14,3221,8,0,94,399,0,55,172,0,Import Bedding
ECR,2026-03-14,17843,55,0,4289,29507,9,1004,2694,1,Import Casegoods
ECR,2026-03-14,3028,31,0,622,19740,6,720,9417,3,Imported Upholstery
ECR,2026-03-14,18,0,0,0,0,0,0,0,0,Marketplace
ECR,2026-03-14,11,0,33307,11155,438217,137,4204,200558,61,Upholstery
1  ,2026-03-21,0,0,0,3835,27433,9,0,0,0,Domestic Bedding
1  ,2026-03-21,0,0,37947,1057,9606,3,24690,240154,73,Domestic Casegoods
1  ,2026-03-21,12026,19,0,135,960,0,0,0,0,Import Bedding
1  ,2026-03-21,49186,172,2,1073,5887,2,2015,12281,4,Import Casegoods
1  ,2026-03-21,6273,88,0,240,3300,1,1,21,0,Imported Upholstery
1  ,2026-03-21,72,1,14835,3300,142367,44,1560,78639,24,Upholstery
15 ,2026-03-21,418,1,0,5009,37378,12,0,0,0,Domestic Bedding
15 ,2026-03-21,4237,29,0,3357,26413,8,0,0,0,Domestic Casegoods
15 ,2026-03-21,3557,12,0,63,453,0,3,19,0,Import Bedding
15 ,2026-03-21,26658,89,0,554,2539,1,2726,14062,4,Import Casegoods
15 ,2026-03-21,1930,26,0,186,2464,1,85,1016,0,Imported Upholstery
15 ,2026-03-21,0,0,0,0,0,0,0,0,0,Marketplace
15 ,2026-03-21,1186,21,13665,1939,77646,24,81,1999,1,Upholstery
17 ,2026-03-21,10,0,0,5780,42792,13,0,0,0,Domestic Bedding
17 ,2026-03-21,1113,9,0,2941,31554,10,0,0,0,Domestic Casegoods
17 ,2026-03-21,7347,11,0,39,140,0,3,16,0,Import Bedding
17 ,2026-03-21,19726,71,0,2739,15430,5,255,2211,1,Import Casegoods
17 ,2026-03-21,3596,53,0,216,4754,1,2,89,0,Imported Upholstery
17 ,2026-03-21,1508,22,11094,3337,130390,41,18,814,0,Upholstery
28 ,2026-03-21,0,0,0,5691,42381,13,0,0,0,Domestic Bedding
28 ,2026-03-21,118,1,0,2838,28665,9,0,0,0,Domestic Casegoods
28 ,2026-03-21,2494,6,0,28,119,0,0,0,0,Import Bedding
28 ,2026-03-21,15242,55,0,925,6422,2,200,1744,1,Import Casegoods
28 ,2026-03-21,1025,15,0,217,4312,1,0,0,0,Imported Upholstery
28 ,2026-03-21,76,1,3043,4398,202624,63,13,197,0,Upholstery
335,2026-03-21,4,0,0,0,0,0,0,0,0,Domestic Casegoods
335,2026-03-21,407,1,0,0,0,0,141,450,0,Import Bedding
335,2026-03-21,33695,128,0,115,1148,0,14833,68106,21,Import Casegoods
335,2026-03-21,9422,153,0,0,0,0,217,3271,1,Imported Upholstery
335,2026-03-21,12004,215,0,0,0,0,0,0,0,Upholstery
42 ,2026-03-21,0,0,0,0,0,0,0,0,0,Domestic Casegoods
42 ,2026-03-21,0,0,0,0,0,0,0,0,0,Import Casegoods
42 ,2026-03-21,0,0,0,0,0,0,0,0,0,Upholstery
5  ,2026-03-21,380,1,0,7912,59989,19,0,0,0,Domestic Bedding
5  ,2026-03-21,1373,9,0,2444,21615,7,0,0,0,Domestic Casegoods
5  ,2026-03-21,10840,26,0,120,449,0,152,726,0,Import Bedding
5  ,2026-03-21,19945,73,0,1557,15242,5,2431,14830,4,Import Casegoods
5  ,2026-03-21,2432,37,0,142,2296,1,76,1093,0,Imported Upholstery
5  ,2026-03-21,0,0,0,0,0,0,0,0,0,Marketplace
5  ,2026-03-21,15375,312,0,1902,89897,28,1,27,0,Upholstery
ECR,2026-03-21,264,1,0,5956,43179,13,58,337,0,Domestic Bedding
ECR,2026-03-21,796,4,0,4866,54396,17,0,0,0,Domestic Casegoods
ECR,2026-03-21,6161,12,0,87,488,0,128,381,0,Import Bedding
ECR,2026-03-21,29305,121,0,2449,13554,4,1410,3399,1,Import Casegoods
ECR,2026-03-21,5746,77,0,244,4502,1,252,4696,1,Imported Upholstery
ECR,2026-03-21,0,0,0,0,0,0,0,0,0,Marketplace
ECR,2026-03-21,206,5,21457,8068,303887,95,4415,203209,62,Upholstery
1  ,2026-03-28,0,0,0,4262,31293,10,0,0,0,Domestic Bedding
1  ,2026-03-28,0,0,29306,0,0,0,15373,157754,48,Domestic Casegoods
1  ,2026-03-28,11397,23,0,68,322,0,0,0,0,Import Bedding
1  ,2026-03-28,40986,140,18,1473,8525,3,446,2630,1,Import Casegoods
1  ,2026-03-28,4290,61,0,323,3379,1,0,0,0,Imported Upholstery
1  ,2026-03-28,27,0,26660,5633,286206,89,1455,76177,23,Upholstery
15 ,2026-03-28,0,0,0,5024,36837,12,1,6,0,Domestic Bedding
15 ,2026-03-28,3318,24,0,4497,40576,13,0,0,0,Domestic Casegoods
15 ,2026-03-28,6749,16,0,33,66,0,6,41,0,Import Bedding
15 ,2026-03-28,39702,125,0,1247,6203,2,3888,24145,7,Import Casegoods
15 ,2026-03-28,2067,34,0,137,1297,0,3,118,0,Imported Upholstery
15 ,2026-03-28,15,0,0,0,0,0,0,0,0,Marketplace
15 ,2026-03-28,1260,15,10408,2934,111850,35,3,204,0,Upholstery
17 ,2026-03-28,0,0,0,5126,37171,12,0,0,0,Domestic Bedding
17 ,2026-03-28,5882,39,0,5879,47045,15,0,0,0,Domestic Casegoods
17 ,2026-03-28,7989,14,0,27,139,0,12,77,0,Import Bedding
17 ,2026-03-28,62630,248,0,2657,14895,5,199,1229,0,Import Casegoods
17 ,2026-03-28,5304,75,0,93,879,0,0,0,0,Imported Upholstery
17 ,2026-03-28,2437,36,10887,4452,176819,55,1,66,0,Upholstery
28 ,2026-03-28,0,0,0,4552,34159,11,0,0,0,Domestic Bedding
28 ,2026-03-28,684,3,0,2971,33382,10,0,0,0,Domestic Casegoods
28 ,2026-03-28,5227,13,0,20,75,0,0,0,0,Import Bedding
28 ,2026-03-28,14834,68,0,1116,8061,3,97,1429,0,Import Casegoods
28 ,2026-03-28,2513,38,0,71,1128,0,0,0,0,Imported Upholstery
28 ,2026-03-28,913,17,3459,4571,208782,65,0,0,0,Upholstery
335,2026-03-28,86,1,0,0,0,0,0,0,0,Domestic Casegoods
335,2026-03-28,64,0,0,0,0,0,500,1643,0,Import Bedding
335,2026-03-28,101923,373,0,0,0,0,15908,96708,29,Import Casegoods
335,2026-03-28,9251,134,0,0,0,0,4,112,0,Imported Upholstery
335,2026-03-28,10219,163,0,0,0,0,0,0,0,Upholstery
42 ,2026-03-28,0,0,0,0,0,0,0,0,0,Domestic Casegoods
42 ,2026-03-28,0,0,0,0,0,0,0,0,0,Import Casegoods
42 ,2026-03-28,0,0,0,0,0,0,0,0,0,Upholstery
5  ,2026-03-28,0,0,0,5043,37281,12,0,0,0,Domestic Bedding
5  ,2026-03-28,4825,32,0,2954,28638,9,0,0,0,Domestic Casegoods
5  ,2026-03-28,1799,4,0,55,156,0,122,624,0,Import Bedding
5  ,2026-03-28,26933,95,0,1097,5953,2,1338,9321,3,Import Casegoods
5  ,2026-03-28,4516,67,0,102,2976,1,169,5673,2,Imported Upholstery
5  ,2026-03-28,8,0,0,0,0,0,0,0,0,Marketplace
5  ,2026-03-28,16745,326,0,1504,69970,22,4,240,0,Upholstery
ECR,2026-03-28,0,0,0,4675,33423,10,56,323,0,Domestic Bedding
ECR,2026-03-28,1193,6,0,8141,89509,28,0,0,0,Domestic Casegoods
ECR,2026-03-28,6481,15,0,42,257,0,69,231,0,Import Bedding
ECR,2026-03-28,46974,150,0,1994,10393,3,3308,7099,2,Import Casegoods
ECR,2026-03-28,6482,97,0,23,222,0,178,1666,1,Imported Upholstery
ECR,2026-03-28,0,0,0,0,0,0,0,0,0,Marketplace
ECR,2026-03-28,136,3,20525,2030,72019,23,3466,163336,49,Upholstery
1  ,2026-04-04,0,0,0,5872,42328,13,0,0,0,Domestic Bedding
1  ,2026-04-04,0,0,41599,600,3662,1,25288,245424,74,Domestic Casegoods
1  ,2026-04-04,6804,10,0,84,335,0,0,0,0,Import Bedding
1  ,2026-04-04,23063,78,24,2130,8295,3,840,4084,1,Import Casegoods
1  ,2026-04-04,2497,37,0,173,4594,1,2,46,0,Imported Upholstery
1  ,2026-04-04,2,0,13770,4163,202780,63,1445,72569,22,Upholstery
15 ,2026-04-04,0,0,0,6018,44574,14,0,0,0,Domestic Bedding
15 ,2026-04-04,4650,33,0,2730,26259,8,0,0,0,Domestic Casegoods
15 ,2026-04-04,5361,12,0,24,89,0,13,104,0,Import Bedding
15 ,2026-04-04,19059,61,0,892,3052,1,2719,17173,5,Import Casegoods
15 ,2026-04-04,2651,38,0,70,643,0,30,1240,0,Imported Upholstery
15 ,2026-04-04,0,0,0,0,0,0,0,0,0,Marketplace
15 ,2026-04-04,478,5,5630,1411,57491,18,4,320,0,Upholstery
17 ,2026-04-04,0,0,0,6810,51042,16,0,0,0,Domestic Bedding
17 ,2026-04-04,1520,9,0,3683,31455,10,1,10,0,Domestic Casegoods
17 ,2026-04-04,9914,24,0,40,143,0,14,90,0,Import Bedding
17 ,2026-04-04,27607,108,0,2875,16969,5,168,1332,0,Import Casegoods
17 ,2026-04-04,4232,59,0,35,290,0,0,0,0,Imported Upholstery
17 ,2026-04-04,1732,30,8391,1105,39238,12,17,1009,0,Upholstery
28 ,2026-04-04,0,0,0,5090,38567,12,0,0,0,Domestic Bedding
28 ,2026-04-04,1381,7,0,2470,27075,8,0,0,0,Domestic Casegoods
28 ,2026-04-04,1372,3,0,25,85,0,0,0,0,Import Bedding
28 ,2026-04-04,15161,57,0,837,5662,2,82,1209,0,Import Casegoods
28 ,2026-04-04,2725,39,0,11,108,0,6,76,0,Imported Upholstery
28 ,2026-04-04,582,10,1038,3321,155556,49,0,0,0,Upholstery
335,2026-04-04,1,0,0,0,0,0,0,0,0,Domestic Casegoods
335,2026-04-04,4905,8,0,0,0,0,2479,9180,3,Import Bedding
335,2026-04-04,79533,332,0,0,0,0,8826,57824,18,Import Casegoods
335,2026-04-04,13766,228,0,0,0,0,0,0,0,Imported Upholstery
335,2026-04-04,26800,428,0,0,0,0,0,0,0,Upholstery
42 ,2026-04-04,0,0,0,0,0,0,0,0,0,Domestic Casegoods
42 ,2026-04-04,0,0,0,0,0,0,0,0,0,Import Casegoods
42 ,2026-04-04,0,0,0,0,0,0,0,0,0,Upholstery
5  ,2026-04-04,0,0,0,6647,49457,15,0,0,0,Domestic Bedding
5  ,2026-04-04,0,0,0,2396,21993,7,0,0,0,Domestic Casegoods
5  ,2026-04-04,5724,9,0,17,87,0,160,696,0,Import Bedding
5  ,2026-04-04,35190,106,0,2315,9529,3,1790,8050,2,Import Casegoods
5  ,2026-04-04,3304,45,0,63,533,0,127,1469,0,Imported Upholstery
5  ,2026-04-04,0,0,0,0,0,0,0,0,0,Marketplace
5  ,2026-04-04,22345,444,0,892,49344,15,0,0,0,Upholstery
ECR,2026-04-04,0,0,0,5392,38117,12,89,516,0,Domestic Bedding
ECR,2026-04-04,1085,6,0,4820,58930,18,0,0,0,Domestic Casegoods
ECR,2026-04-04,5616,10,0,0,0,0,177,349,0,Import Bedding
ECR,2026-04-04,47642,196,0,1196,5585,2,3447,6967,2,Import Casegoods
ECR,2026-04-04,8538,124,0,15,372,0,109,1360,0,Imported Upholstery
ECR,2026-04-04,0,0,0,0,0,0,0,0,0,Marketplace
ECR,2026-04-04,346,7,34837,6219,225010,70,4588,214984,65,Upholstery
1  ,2026-04-11,0,0,0,6195,44405,14,24,155,0,Domestic Bedding
1  ,2026-04-11,0,0,38125,0,0,0,26031,264133,80,Domestic Casegoods
1  ,2026-04-11,1415,5,0,77,360,0,0,0,0,Import Bedding
1  ,2026-04-11,27560,96,23,2102,9802,3,924,5793,2,Import Casegoods
1  ,2026-04-11,2634,35,0,95,2670,1,0,0,0,Imported Upholstery
1  ,2026-04-11,602,9,21604,6264,298020,93,2017,103315,31,Upholstery
15 ,2026-04-11,0,0,0,7767,55383,17,0,0,0,Domestic Bedding
15 ,2026-04-11,1249,8,0,4369,39162,12,0,0,0,Domestic Casegoods
15 ,2026-04-11,5319,12,0,113,308,0,20,144,0,Import Bedding
15 ,2026-04-11,28669,114,0,1276,6302,2,2978,17938,5,Import Casegoods
15 ,2026-04-11,2529,34,0,57,575,0,2,33,0,Imported Upholstery
15 ,2026-04-11,0,0,0,0,0,0,0,0,0,Marketplace
15 ,2026-04-11,1045,12,14740,1928,78526,25,4,272,0,Upholstery
17 ,2026-04-11,0,0,0,8855,64644,20,0,0,0,Domestic Bedding
17 ,2026-04-11,684,4,0,4794,36085,11,0,0,0,Domestic Casegoods
17 ,2026-04-11,3560,9,0,85,275,0,22,143,0,Import Bedding
17 ,2026-04-11,9439,40,0,2543,12931,4,158,1417,0,Import Casegoods
17 ,2026-04-11,3127,45,0,54,1604,1,24,187,0,Imported Upholstery
17 ,2026-04-11,440,7,11726,2696,103617,32,12,530,0,Upholstery
28 ,2026-04-11,0,0,0,5908,44324,14,0,0,0,Domestic Bedding
28 ,2026-04-11,162,1,0,4300,46915,15,0,0,0,Domestic Casegoods
28 ,2026-04-11,1811,5,0,33,122,0,0,0,0,Import Bedding
28 ,2026-04-11,9300,37,0,1818,9084,3,147,1781,1,Import Casegoods
28 ,2026-04-11,960,13,0,34,310,0,3,40,0,Imported Upholstery
28 ,2026-04-11,299,6,4268,4797,215686,67,0,0,0,Upholstery
335,2026-04-11,0,0,0,0,0,0,0,0,0,Domestic Casegoods
335,2026-04-11,378,1,0,0,0,0,402,1233,0,Import Bedding
335,2026-04-11,66122,269,0,0,0,0,9956,52670,16,Import Casegoods
335,2026-04-11,11066,160,0,0,0,0,323,3304,1,Imported Upholstery
335,2026-04-11,13965,223,0,0,0,0,0,0,0,Upholstery
42 ,2026-04-11,0,0,0,0,0,0,0,0,0,Domestic Casegoods
42 ,2026-04-11,0,0,0,0,0,0,0,0,0,Import Casegoods
42 ,2026-04-11,0,0,0,0,0,0,0,0,0,Upholstery
5  ,2026-04-11,0,0,0,6919,50156,16,0,0,0,Domestic Bedding
5  ,2026-04-11,1035,7,0,2787,26213,8,0,0,0,Domestic Casegoods
5  ,2026-04-11,8810,11,0,17,70,0,1808,3393,1,Import Bedding
5  ,2026-04-11,11967,48,0,1711,5561,2,2267,16260,5,Import Casegoods
5  ,2026-04-11,2237,33,0,357,2847,1,33,229,0,Imported Upholstery
5  ,2026-04-11,8,0,0,0,0,0,0,0,0,Marketplace
5  ,2026-04-11,22053,453,0,1000,49581,15,47,2397,1,Upholstery
ECR,2026-04-11,0,0,0,7384,52184,16,67,388,0,Domestic Bedding
ECR,2026-04-11,1002,5,0,8363,92065,29,0,0,0,Domestic Casegoods
ECR,2026-04-11,1953,6,0,48,219,0,108,321,0,Import Bedding
ECR,2026-04-11,17085,58,0,1485,6845,2,2365,4482,1,Import Casegoods
ECR,2026-04-11,1545,17,0,14,120,0,102,1303,0,Imported Upholstery
ECR,2026-04-11,16,0,0,0,0,0,0,0,0,Marketplace
ECR,2026-04-11,108,2,38504,9316,387950,121,5481,266099,81,Upholstery
1  ,2026-04-18,0,0,0,6607,47041,15,1,8,0,Domestic Bedding
1  ,2026-04-18,0,0,38104,600,3767,1,29565,292809,89,Domestic Casegoods
1  ,2026-04-18,14992,31,0,90,409,0,0,0,0,Import Bedding
1  ,2026-04-18,26809,97,44,1862,8151,3,755,4692,1,Import Casegoods
1  ,2026-04-18,2473,35,0,98,1291,0,0,0,0,Imported Upholstery
1  ,2026-04-18,153,2,17898,6876,351771,110,2039,97030,29,Upholstery
15 ,2026-04-18,0,0,0,7695,55435,17,0,0,0,Domestic Bedding
15 ,2026-04-18,609,3,0,4710,44653,14,0,0,0,Domestic Casegoods
15 ,2026-04-18,1370,3,0,40,115,0,19,134,0,Import Bedding
15 ,2026-04-18,14079,52,0,1463,7242,2,5520,33785,10,Import Casegoods
15 ,2026-04-18,1003,16,0,48,533,0,1,24,0,Imported Upholstery
15 ,2026-04-18,15,0,0,0,0,0,0,0,0,Marketplace
15 ,2026-04-18,236,3,11769,3332,143167,45,0,0,0,Upholstery
17 ,2026-04-18,0,0,0,6636,48500,15,0,0,0,Domestic Bedding
17 ,2026-04-18,3649,24,0,5342,49766,16,0,0,0,Domestic Casegoods
17 ,2026-04-18,5054,11,0,66,220,0,17,112,0,Import Bedding
17 ,2026-04-18,33359,138,0,3666,21146,7,121,1718,1,Import Casegoods
17 ,2026-04-18,3733,58,0,23,270,0,0,0,0,Imported Upholstery
17 ,2026-04-18,2760,43,11131,4181,165353,52,0,0,0,Upholstery
28 ,2026-04-18,0,0,0,6255,45965,14,0,0,0,Domestic Bedding
28 ,2026-04-18,250,1,0,3680,42128,13,0,0,0,Domestic Casegoods
28 ,2026-04-18,1621,6,0,123,333,0,0,0,0,Import Bedding
28 ,2026-04-18,3342,13,0,2286,17957,6,172,1625,0,Import Casegoods
28 ,2026-04-18,808,11,0,6,92,0,0,0,0,Imported Upholstery
28 ,2026-04-18,473,9,5816,5421,256064,80,0,0,0,Upholstery
335,2026-04-18,1,0,0,0,0,0,0,0,0,Domestic Casegoods
335,2026-04-18,1229,2,0,0,0,0,737,2311,1,Import Bedding
335,2026-04-18,46468,187,0,0,0,0,9736,51820,16,Import Casegoods
335,2026-04-18,10988,161,0,0,0,0,1774,41419,13,Imported Upholstery
335,2026-04-18,14795,240,0,0,0,0,0,0,0,Upholstery
42 ,2026-04-18,0,0,0,0,0,0,0,0,0,Domestic Casegoods
42 ,2026-04-18,0,0,0,0,0,0,0,0,0,Import Casegoods
42 ,2026-04-18,0,0,0,0,0,0,0,0,0,Upholstery
5  ,2026-04-18,0,0,0,7685,55926,17,0,0,0,Domestic Bedding
5  ,2026-04-18,1598,10,0,3597,33165,10,0,0,0,Domestic Casegoods
5  ,2026-04-18,5572,13,0,126,429,0,402,1335,0,Import Bedding
5  ,2026-04-18,26400,117,0,6241,27936,9,2079,13129,4,Import Casegoods
5  ,2026-04-18,5293,70,0,17,211,0,22,97,0,Imported Upholstery
5  ,2026-04-18,0,0,0,0,0,0,0,0,0,Marketplace
5  ,2026-04-18,14662,277,0,1403,73668,23,0,0,0,Upholstery
ECR,2026-04-18,0,0,0,6622,47241,15,71,412,0,Domestic Bedding
ECR,2026-04-18,1553,7,0,8295,91635,29,0,0,0,Domestic Casegoods
ECR,2026-04-18,6996,12,0,727,2779,1,124,402,0,Import Bedding
ECR,2026-04-18,16872,60,0,3465,17920,6,1507,3205,1,Import Casegoods
ECR,2026-04-18,4699,65,0,21,149,0,102,1245,0,Imported Upholstery
ECR,2026-04-18,7,0,0,0,0,0,0,0,0,Marketplace
ECR,2026-04-18,201,4,38504,10020,372891,117,4803,229545,70,Upholstery
1  ,2026-04-25,0,0,0,6622,48058,15,0,0,0,Domestic Bedding
1  ,2026-04-25,0,0,50303,612,4962,2,35335,367173,111,Domestic Casegoods
1  ,2026-04-25,7116,18,0,757,1452,0,0,0,0,Import Bedding
1  ,2026-04-25,35730,129,153,1738,8515,3,884,5699,2,Import Casegoods
1  ,2026-04-25,4747,66,0,70,708,0,0,0,0,Imported Upholstery
1  ,2026-04-25,579,11,23844,7747,372174,116,1131,61369,19,Upholstery
15 ,2026-04-25,0,0,0,7245,52188,16,0,0,0,Domestic Bedding
15 ,2026-04-25,2396,14,0,5300,47676,15,0,0,0,Domestic Casegoods
15 ,2026-04-25,2135,5,0,491,1072,0,19,134,0,Import Bedding
15 ,2026-04-25,9084,37,0,2670,17402,5,3623,23861,7,Import Casegoods
15 ,2026-04-25,1218,20,0,41,545,0,0,0,0,Imported Upholstery
15 ,2026-04-25,0,0,0,0,0,0,0,0,0,Marketplace
15 ,2026-04-25,533,8,10474,3017,126174,39,3,80,0,Upholstery
17 ,2026-04-25,0,0,0,5636,40806,13,0,0,0,Domestic Bedding
17 ,2026-04-25,1776,11,0,5775,51501,16,0,0,0,Domestic Casegoods
17 ,2026-04-25,255,2,0,588,1077,0,21,140,0,Import Bedding
17 ,2026-04-25,12978,48,0,2709,17915,6,127,1199,0,Import Casegoods
17 ,2026-04-25,1035,15,0,13,185,0,0,0,0,Imported Upholstery
17 ,2026-04-25,238,4,13876,3165,131512,41,55,3135,1,Upholstery
28 ,2026-04-25,0,0,0,6626,49856,16,0,0,0,Domestic Bedding
28 ,2026-04-25,0,0,0,4319,47152,15,0,0,0,Domestic Casegoods
28 ,2026-04-25,3407,6,0,89,251,0,0,0,0,Import Bedding
28 ,2026-04-25,3612,18,0,4623,28700,9,106,1161,0,Import Casegoods
28 ,2026-04-25,917,12,0,106,2447,1,0,0,0,Imported Upholstery
28 ,2026-04-25,295,6,5062,5430,248946,78,0,0,0,Upholstery
335,2026-04-25,0,0,0,0,0,0,0,0,0,Domestic Casegoods
